NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
15,인천광역시 미추홀구 용현동,6**,8m미만,19.0,월세,202504,4,300,40,2016.0,낙섬서로18번길,202503~202603,신규,-,,,단독다가구
16,인천광역시 미추홀구 용현동,6**,8m미만,24.0,월세,202504,3,300,30,2001.0,토금중로51번길,202504~202604,신규,-,,,단독다가구
17,인천광역시 미추홀구 용현동,4**,8m미만,40.0,전세,202503,31,"3,500",0,1983.0,인주대로153번길,202504~202704,신규,-,,,단독다가구
18,인천광역시 미추홀구 용현동,4**,8m미만,40.0,전세,202503,31,"3,500",0,1983.0,인주대로153번길,202504~202704,신규,-,,,단독다가구
19,인천광역시 미추홀구 용현동,1**,12m미만,23.0,월세,202503,29,500,50,2002.0,인주대로224번길,202503~202601,신규,-,,,단독다가구
20,인천광역시 미추홀구 용현동,6**,8m미만,23.0,월세,202503,29,300,30,2017.0,낙섬서로18번길,202503~202603,신규,-,,,단독다가구
21,인천광역시 미추홀구 용현동,4**,12m미만,35.0,월세,202503,27,300,36,1994.0,인주대로137번길,202505~202705,신규,-,,,단독다가구
22,인천광역시 미추홀구 용현동,5**,8m미만,55.0,전세,202503,27,"5,000",0,1989.0,낙섬중로,-,-,-,,,단독다가구
23,인천광역시 미추홀구 용현동,6**,12m미만,51.57,월세,202503,27,"1,000",55,2016.0,낙섬중로77번길,202505~202705,신규,-,,,단독다가구
24,인천광역시 미추홀구 용현동,4**,25m이상,39.33,월세,202503,26,500,35,,인주대로,202504~202704,신규,-,,,단독다가구
25,인천광역시 미추홀구 용현동,3*,12m미만,20.0,월세,202503,22,300,37,1997.0,인하로163번길,202503~202603,신규,-,,,단독다가구
26,인천광역시 미추홀구 용현동,6**,12m미만,50.0,월세,202503,22,"1,000",55,2017.0,낙섬중로67번길,202503~202603,신규,-,,,단독다가구
27,인천광역시 미추홀구 용현동,6**,8m미만,19.87,월세,202503,22,300,30,2011.0,낙섬서로18번길,202503~202605,신규,-,,,단독다가구
28,인천광역시 미추홀구 용현동,7*,8m미만,18.0,월세,202503,21,200,40,2017.0,인하로119번길,202504~202601,신규,-,,,단독다가구
29,인천광역시 미추홀구 용현동,4**,8m미만,20.25,월세,202503,20,0,30,1985.0,독정이로17번길,202503~202703,신규,-,,,단독다가구
30,인천광역시 미추홀구 용현동,6**,8m미만,35.0,월세,202503,19,500,40,2016.0,낙섬서로18번길,202503~202603,신규,-,,,단독다가구
31,인천광역시 미추홀구 용현동,6**,8m미만,40.0,전세,202503,18,"5,500",0,1996.0,토금북로57번길,202504~202704,신규,-,,,단독다가구
32,인천광역시 미추홀구 용현동,5**,12m미만,28.0,월세,202503,17,300,35,2001.0,독배로403번길,202503~202603,신규,-,,,단독다가구
33,인천광역시 미추홀구 용현동,9*,12m미만,19.22,전세,202503,15,"4,000",0,2002.0,인하로47번길,202503~202702,신규,-,,,단독다가구
34,인천광역시 미추홀구 용현동,1**,8m미만,25.0,월세,202503,15,300,35,2001.0,인하로67번길,-,-,-,,,단독다가구
35,인천광역시 미추홀구 용현동,5**,8m미만,23.14,전세,202503,13,"3,000",0,2002.0,능해길46번길,202503~202703,신규,-,,,단독다가구
36,인천광역시 미추홀구 용현동,6**,8m미만,55.92,월세,202503,13,500,60,2019.0,낙섬서로18번길,202504~202604,신규,-,,,단독다가구
37,인천광역시 미추홀구 용현동,9*,12m미만,16.0,월세,202503,12,200,35,2014.0,한나루로477번길,202503~202512,신규,-,,,단독다가구
38,인천광역시 미추홀구 용현동,3**,8m미만,30.0,월세,202503,10,300,23,1995.0,독배로382번길,202503~202703,신규,-,,,단독다가구
39,인천광역시 미추홀구 용현동,8*,12m미만,15.0,월세,202503,8,300,35,1997.0,한나루로477번길,202503~202701,신규,-,,,단독다가구
40,인천광역시 미추홀구 용현동,6**,8m미만,59.53,월세,202503,6,500,45,2003.0,낙섬서로10번길,202503~202703,신규,-,,,단독다가구
41,인천광역시 미추홀구 용현동,6**,25m미만,45.0,전세,202503,6,"8,000",0,1992.0,낙섬중로77번길,202504~202704,신규,-,,,단독다가구
42,인천광역시 미추홀구 용현동,9*,8m미만,18.0,월세,202503,4,200,40,2018.0,경인남길102번길,202503~202602,신규,-,,,단독다가구
43,인천광역시 미추홀구 용현동,8*,12m미만,15.0,월세,202503,4,300,38,1997.0,한나루로477번길,202503~202508,신규,-,,,단독다가구
44,인천광역시 미추홀구 용현동,1**,12m미만,18.0,월세,202503,3,100,40,2018.0,인하로47번길,202503~202602,신규,-,,,단독다가구
45,인천광역시 미추홀구 용현동,6**,8m미만,21.67,월세,202503,1,500,45,1987.0,토금남로4번길,202503~202509,신규,-,,,단독다가구
46,인천광역시 미추홀구 용현동,8*,8m미만,26.0,월세,202503,1,300,37,2002.0,재넘이길,202502~202602,신규,-,,,단독다가구
47,인천광역시 미추홀구 용현동,6**,8m미만,30.0,월세,202502,28,300,45,2015.0,매소홀로,202502~202602,신규,-,,,단독다가구
48,인천광역시 미추홀구 용현동,1**,12m미만,18.0,월세,202502,28,200,37,2014.0,인하로47번길,-,-,-,,,단독다가구
49,인천광역시 미추홀구 용현동,1**,8m미만,26.4,전세,202502,27,"5,000",0,2002.0,인주대로198번길,202503~202703,신규,-,,,단독다가구
50,인천광역시 미추홀구 용현동,1**,12m미만,18.0,월세,202502,27,100,40,2018.0,인하로47번길,202502~202602,신규,-,,,단독다가구
51,인천광역시 미추홀구 용현동,6**,8m미만,18.0,월세,202502,27,300,40,2015.0,낙섬서로18번길,202502~202602,신규,-,,,단독다가구
52,인천광역시 미추홀구 용현동,3*,12m미만,25.0,월세,202502,26,300,42,1997.0,인하로163번길,202503~202602,신규,-,,,단독다가구
53,인천광역시 미추홀구 용현동,6**,25m미만,25.0,월세,202502,24,300,30,2002.0,낙섬서로,202503~202703,신규,-,,,단독다가구
54,인천광역시 미추홀구 용현동,1**,12m미만,46.0,월세,202502,24,400,65,1975.0,경인남길30번길,-,-,-,,,단독다가구
55,인천광역시 미추홀구 용현동,4*,8m미만,20.0,월세,202502,22,200,30,2019.0,한나루로463번길,202502~202602,신규,-,,,단독다가구
56,인천광역시 미추홀구 용현동,6**,8m미만,33.0,월세,202502,22,"1,000",42,2017.0,토금중로51번길,202502~202702,신규,-,,,단독다가구
57,인천광역시 미추홀구 용현동,8*,8m미만,18.18,월세,202502,22,200,30,2015.0,재넘이길,202503~202602,신규,-,,,단독다가구
58,인천광역시 미추홀구 용현동,1**,12m미만,21.0,월세,202502,22,200,45,2002.0,인하로47번길,202502~202601,신규,-,,,단독다가구
59,인천광역시 미추홀구 용현동,5**,8m미만,43.0,전세,202502,22,"8,000",0,2015.0,낙섬중로91번길,202504~202704,신규,-,,,단독다가구
60,인천광역시 미추홀구 용현동,8*,8m미만,18.0,월세,202502,21,300,44,2015.0,재넘이길,-,-,-,,,단독다가구
61,인천광역시 미추홀구 용현동,2*,12m미만,37.5,전세,202502,19,"6,000",0,1994.0,한나루로477번길,202502~202602,갱신,-,"6,000",0.0,단독다가구
62,인천광역시 미추홀구 용현동,1**,12m미만,46.97,월세,202502,19,400,65,2002.0,경인남길30번길,202502~202601,신규,-,,,단독다가구
63,인천광역시 미추홀구 용현동,1**,8m미만,18.0,월세,202502,16,50,40,2002.0,경인남길30번길,202502~202702,신규,-,,,단독다가구
64,인천광역시 미추홀구 용현동,1**,12m미만,17.0,월세,202502,16,300,40,1995.0,경인남길30번길,202502~202602,신규,-,,,단독다가구
65,인천광역시 미추홀구 용현동,5**,8m미만,17.0,월세,202502,14,300,38,2018.0,능해길60번길,202503~202602,신규,-,,,단독다가구
66,인천광역시 미추홀구 용현동,6**,8m미만,26.4,월세,202502,13,300,40,2016.0,낙섬서로18번길,202502~202702,신규,-,,,단독다가구
67,인천광역시 미추홀구 용현동,1**,12m미만,20.0,월세,202502,12,200,39,2002.0,인주대로224번길,202502~202602,신규,-,,,단독다가구
68,인천광역시 미추홀구 용현동,6**,8m미만,23.76,전세,202502,12,"4,500",0,,토금남로13번길,202503~202703,신규,-,,,단독다가구
69,인천광역시 미추홀구 용현동,5**,8m미만,40.65,월세,202502,11,"5,000",20,1982.0,낙섬중로,202502~202702,신규,-,,,단독다가구
70,인천광역시 미추홀구 용현동,9*,8m미만,18.0,월세,202502,11,300,38,2015.0,인하로105번길,202502~202602,신규,-,,,단독다가구
71,인천광역시 미추홀구 용현동,1**,25m이상,16.5,월세,202502,11,300,43,1988.0,인하로,202502~202602,신규,-,,,단독다가구
72,인천광역시 미추홀구 용현동,6**,8m미만,55.0,월세,202502,10,"1,000",60,2016.0,낙섬서로18번길,202502~202702,신규,-,,,단독다가구
73,인천광역시 미추홀구 용현동,8*,8m미만,23.0,월세,202502,8,100,37,1997.0,인하로134번길,202502~202602,신규,-,,,단독다가구
74,인천광역시 미추홀구 용현동,6**,25m미만,41.0,월세,202502,8,"1,000",50,,토금북로,202502~202602,신규,-,,,단독다가구
75,인천광역시 미추홀구 용현동,1**,12m미만,18.6,월세,202502,7,200,35,1992.0,경인남길30번길,202502~202602,신규,-,,,단독다가구
76,인천광역시 미추홀구 용현동,6**,12m미만,24.0,전세,202502,7,"5,500",0,2018.0,낙섬중로59번길,202503~202703,신규,-,,,단독다가구
77,인천광역시 미추홀구 용현동,1**,12m미만,21.45,월세,202502,7,500,45,,경인남길,202502~202602,신규,-,,,단독다가구
78,인천광역시 미추홀구 용현동,8*,12m미만,48.81,전세,202502,6,"4,800",0,1993.0,재넘이길,202502~202702,신규,-,,,단독다가구
79,인천광역시 미추홀구 용현동,1**,12m미만,18.6,월세,202502,4,200,35,1992.0,경인남길30번길,202502~202602,신규,-,,,단독다가구
80,인천광역시 미추홀구 용현동,6**,8m미만,30.0,월세,202502,4,500,70,2019.0,재넘이길,202502~202602,신규,-,,,단독다가구
81,인천광역시 미추홀구 용현동,1**,8m미만,33.0,월세,202502,4,500,45,2002.0,인하로67번길,202502~202602,신규,-,,,단독다가구
82,인천광역시 미추홀구 용현동,6**,8m미만,33.0,월세,202502,3,500,70,2019.0,재넘이길,202503~202608,신규,-,,,단독다가구
83,인천광역시 미추홀구 용현동,6**,8m미만,33.0,전세,202502,3,"4,500",0,2017.0,토금중로51번길,202502~202702,신규,-,,,단독다가구
84,인천광역시 미추홀구 용현동,1**,8m미만,20.0,월세,202502,3,300,38,2002.0,인하로91번길,202502~202601,신규,-,,,단독다가구
85,인천광역시 미추홀구 용현동,8*,25m이상,16.0,월세,202502,3,300,30,1994.0,인하로,202502~202602,신규,-,,,단독다가구
86,인천광역시 미추홀구 용현동,1**,8m미만,16.5,월세,202502,1,300,40,2019.0,인하로77번길,202502~202602,신규,-,,,단독다가구
87,인천광역시 미추홀구 용현동,7*,8m미만,28.0,전세,202502,1,"4,000",0,2002.0,인주대로238번길,202502~202702,신규,-,,,단독다가구
88,인천광역시 미추홀구 용현동,1**,12m미만,26.44,월세,202502,1,200,36,,경인남길102번길,202502~202602,신규,-,,,단독다가구
89,인천광역시 미추홀구 용현동,8*,8m미만,22.0,월세,202501,27,300,45,2003.0,인하로120번길,202502~202602,신규,-,,,단독다가구
90,인천광역시 미추홀구 용현동,1**,8m미만,16.0,월세,202501,27,"1,000",35,2020.0,인하로67번길,-,-,-,,,단독다가구
91,인천광역시 미추홀구 용현동,5**,8m미만,17.0,월세,202501,25,300,37,2018.0,능해길60번길,202502~202601,신규,-,,,단독다가구
92,인천광역시 미추홀구 용현동,4*,12m미만,23.1,전세,202501,25,"5,000",0,2001.0,인하로134번길,202502~202602,신규,-,,,단독다가구
93,인천광역시 미추홀구 용현동,8*,12m미만,17.22,월세,202501,24,300,40,1997.0,한나루로477번길,202502~202602,신규,-,,,단독다가구
94,인천광역시 미추홀구 용현동,5*,12m미만,20.0,월세,202501,22,200,30,2010.0,한나루로477번길,202502~202601,신규,-,,,단독다가구
95,인천광역시 미추홀구 용현동,7*,8m미만,18.0,월세,202501,19,300,50,2017.0,인하로119번길,202502~202602,신규,-,,,단독다가구
96,인천광역시 미추홀구 용현동,4*,8m미만,20.0,월세,202501,18,300,40,,재넘이길,202502~202602,신규,-,,,단독다가구
97,인천광역시 미추홀구 용현동,8*,8m미만,24.0,월세,202501,18,200,30,2002.0,재넘이길,-,-,-,,,단독다가구
98,인천광역시 미추홀구 용현동,1**,12m미만,18.0,전세,202501,17,"5,500",0,2001.0,인하로105번길,-,-,-,,,단독다가구
99,인천광역시 미추홀구 용현동,6**,8m미만,20.0,월세,202501,16,500,45,2020.0,토금중로47번길,202503~202602,신규,-,,,단독다가구
100,인천광역시 미추홀구 용현동,5*,12m미만,20.0,월세,202501,16,200,30,2010.0,한나루로477번길,202502~202601,신규,-,,,단독다가구
101,인천광역시 미추홀구 용현동,1**,12m미만,60.0,월세,202501,15,"1,000",60,,인주대로171번길,202502~202702,신규,-,,,단독다가구
102,인천광역시 미추홀구 용현동,4*,8m미만,20.0,월세,202501,15,300,45,2014.0,재넘이길,202502~202602,신규,-,,,단독다가구
103,인천광역시 미추홀구 용현동,6**,8m미만,30.0,월세,202501,15,300,45,2015.0,매소홀로,202501~202701,신규,-,,,단독다가구
104,인천광역시 미추홀구 용현동,6**,25m미만,52.25,월세,202501,15,"4,000",47,2018.0,토금북로,202502~202702,신규,-,,,단독다가구
105,인천광역시 미추홀구 용현동,9*,8m미만,15.0,월세,202501,14,300,38,2016.0,인하로,202502~202602,신규,-,,,단독다가구
106,인천광역시 미추홀구 용현동,2*,12m미만,28.45,월세,202501,14,297,7,1998.0,인하로163번길,202504~202703,갱신,-,276,7.0,단독다가구
107,인천광역시 미추홀구 용현동,9*,12m미만,17.0,월세,202501,14,200,30,2012.0,인하로105번길,-,-,-,,,단독다가구
108,인천광역시 미추홀구 용현동,8*,12m미만,15.0,월세,202501,13,200,26,1997.0,한나루로477번길,202501~202601,신규,-,,,단독다가구
109,인천광역시 미추홀구 용현동,6**,8m미만,29.7,월세,202501,13,300,30,2003.0,토금북로18번길,202502~202601,신규,-,,,단독다가구
110,인천광역시 미추홀구 용현동,6**,8m미만,57.66,월세,202501,13,500,55,2004.0,낙섬서로10번길,202501~202701,신규,-,,,단독다가구
111,인천광역시 미추홀구 용현동,8*,8m미만,21.0,월세,202501,12,300,36,2017.0,재넘이길,-,-,-,,,단독다가구
112,인천광역시 미추홀구 용현동,8*,12m미만,20.0,월세,202501,12,300,40,1997.0,한나루로477번길,202502~202602,신규,-,,,단독다가구
113,인천광역시 미추홀구 용현동,8*,8m미만,21.0,월세,202501,12,300,36,2017.0,재넘이길,202502~202508,신규,-,,,단독다가구
114,인천광역시 미추홀구 용현동,1**,12m미만,15.0,월세,202501,12,300,53,2001.0,경인남길30번길,-,-,-,,,단독다가구
115,인천광역시 미추홀구 용현동,9*,12m미만,20.0,월세,202501,11,300,35,2001.0,인하로47번길,202502~202602,신규,-,,,단독다가구
116,인천광역시 미추홀구 용현동,1**,8m미만,25.0,월세,202501,10,500,53,2017.0,인주대로224번길,202502~202602,신규,-,,,단독다가구
117,인천광역시 미추홀구 용현동,1**,8m미만,30.0,전세,202501,9,"4,500",0,1981.0,인주대로,202501~202701,신규,-,,,단독다가구
118,인천광역시 미추홀구 용현동,1**,8m미만,18.0,전세,202501,9,"7,000",0,2002.0,인하로91번길,202502~202701,신규,-,,,단독다가구
119,인천광역시 미추홀구 용현동,1**,12m미만,19.0,월세,202501,8,300,53,2018.0,인하로47번길,-,-,-,,,단독다가구
120,인천광역시 미추홀구 용현동,1**,12m미만,21.45,월세,202501,7,300,40,1997.0,인하로105번길,202502~202602,신규,-,,,단독다가구
121,인천광역시 미추홀구 용현동,4*,8m미만,17.22,월세,202501,7,300,35,2014.0,재넘이길,202501~202601,신규,-,,,단독다가구
122,인천광역시 미추홀구 용현동,6**,12m미만,49.24,전세,202501,6,"13,000",0,2018.0,낙섬중로59번길,202502~202702,신규,-,,,단독다가구
123,인천광역시 미추홀구 용현동,1**,8m미만,20.0,전세,202501,6,"2,500",0,1981.0,인주대로,202501~202701,신규,-,,,단독다가구
124,인천광역시 미추홀구 용현동,9*,8m미만,18.0,월세,202501,5,200,35,2014.0,한나루로489번길,202501~202601,신규,-,,,단독다가구
125,인천광역시 미추홀구 용현동,3*,8m미만,15.0,월세,202501,2,50,15,1984.0,인하로,202501~202601,신규,-,,,단독다가구
126,인천광역시 미추홀구 용현동,3*,8m미만,22.01,월세,202412,30,"3,586",7,2022.0,인하로164번길,202504~202703,갱신,-,"3,580",24.0,단독다가구
127,인천광역시 미추홀구 용현동,1**,8m미만,22.13,월세,202412,28,300,45,2002.0,인하로77번길,202502~202602,신규,-,,,단독다가구
128,인천광역시 미추홀구 용현동,9*,12m미만,19.0,월세,202412,28,200,33,1996.0,인주대로224번길,202502~202701,신규,-,,,단독다가구
129,인천광역시 미추홀구 용현동,1**,8m미만,19.0,전세,202412,28,"7,000",0,2002.0,인하로91번길,202501~202701,신규,-,,,단독다가구
130,인천광역시 미추홀구 용현동,9*,12m미만,24.0,월세,202412,27,300,38,2001.0,인하로47번길,202412~202512,신규,-,,,단독다가구
131,인천광역시 미추홀구 용현동,9*,8m미만,15.0,전세,202412,25,"6,000",0,2017.0,인하로,202502~202702,신규,-,,,단독다가구
132,인천광역시 미추홀구 용현동,3*,12m미만,21.0,월세,202412,24,300,50,1997.0,인하로163번길,202501~202601,신규,-,,,단독다가구
133,인천광역시 미추홀구 용현동,1**,12m미만,44.92,월세,202412,24,500,28,,비룡길,202412~202612,신규,-,,,단독다가구
134,인천광역시 미추홀구 용현동,1**,8m미만,18.0,월세,202412,22,"3,000",20,2018.0,인하로77번길,202502~202602,신규,-,,,단독다가구
135,인천광역시 미추홀구 용현동,7*,8m미만,20.0,월세,202412,21,200,30,1997.0,인하로91번길,202501~202507,신규,-,,,단독다가구
136,인천광역시 미추홀구 용현동,9*,12m미만,23.0,월세,202412,20,200,43,2001.0,인주대로224번길,202502~202602,신규,-,,,단독다가구
137,인천광역시 미추홀구 용현동,4*,8m미만,20.0,전세,202412,20,"3,500",0,2007.0,재넘이길,202502~202702,신규,-,,,단독다가구
138,인천광역시 미추홀구 용현동,6**,12m미만,25.0,월세,202412,19,500,42,2002.0,토금북로18번길,202412~202612,신규,-,,,단독다가구
139,인천광역시 미추홀구 용현동,1**,8m미만,18.0,전세,202412,18,"4,000",0,2002.0,인주대로198번길,202501~202701,신규,-,,,단독다가구
140,인천광역시 미추홀구 용현동,1**,8m미만,23.1,월세,202412,17,300,48,2002.0,경인남길118번길,202501~202512,신규,-,,,단독다가구
141,인천광역시 미추홀구 용현동,8*,8m미만,23.0,월세,202412,17,300,40,2002.0,재넘이길,202502~202602,신규,-,,,단독다가구
142,인천광역시 미추홀구 용현동,1**,12m미만,25.0,월세,202412,16,200,40,1989.0,경인남길102번길,202412~202512,신규,-,,,단독다가구
143,인천광역시 미추홀구 용현동,1**,12m미만,34.42,월세,202412,15,300,41,2018.0,인하로47번길,202502~202602,신규,-,,,단독다가구
144,인천광역시 미추홀구 용현동,1**,12m미만,38.04,월세,202412,14,500,30,1983.0,경인북길,202412~202612,신규,-,,,단독다가구
145,인천광역시 미추홀구 용현동,8*,12m미만,22.0,월세,202412,14,300,40,2008.0,한나루로477번길,202502~202601,신규,-,,,단독다가구
146,인천광역시 미추홀구 용현동,6**,8m미만,30.0,월세,202412,14,500,45,2001.0,토금중로51번길,202412~202512,신규,-,,,단독다가구
147,인천광역시 미추홀구 용현동,8*,8m미만,18.0,월세,202412,14,200,30,2002.0,인하로134번길,202501~202507,신규,-,,,단독다가구
148,인천광역시 미추홀구 용현동,1**,25m이상,20.0,월세,202412,12,300,45,2001.0,인하로,202502~202602,신규,-,,,단독다가구
149,인천광역시 미추홀구 용현동,5**,8m미만,29.0,월세,202412,12,500,45,2017.0,아암대로29번길,202412~202512,신규,-,,,단독다가구
150,인천광역시 미추홀구 용현동,1**,8m미만,20.0,월세,202412,11,"6,000",10,2002.0,인하로91번길,-,-,-,,,단독다가구
151,인천광역시 미추홀구 용현동,4*,12m미만,33.0,월세,202412,11,"3,000",30,2001.0,인하로134번길,202503~202602,신규,-,,,단독다가구
152,인천광역시 미추홀구 용현동,6**,25m미만,30.0,월세,202412,11,500,33,2004.0,토금북로38번길,202502~202602,신규,-,,,단독다가구
153,인천광역시 미추홀구 용현동,6**,25m미만,47.92,월세,202412,10,"1,000",52,2011.0,토금중로,202412~202512,신규,-,,,단독다가구
154,인천광역시 미추홀구 용현동,8*,8m미만,18.22,전세,202412,8,"4,000",0,1972.0,인하로,202502~202702,신규,-,,,단독다가구
155,인천광역시 미추홀구 용현동,8*,25m이상,36.36,월세,202412,8,"1,000",60,1985.0,인하로119번길,202502~202602,신규,-,,,단독다가구
156,인천광역시 미추홀구 용현동,2*,12m미만,37.5,월세,202412,8,500,65,1994.0,한나루로477번길,202412~202612,신규,-,,,단독다가구
157,인천광역시 미추홀구 용현동,4*,12m미만,24.42,전세,202412,7,"2,400",0,,인하로134번길,202501~202701,신규,-,,,단독다가구
158,인천광역시 미추홀구 용현동,1**,12m미만,24.3,월세,202412,7,300,55,2002.0,인하로47번길,202501~202601,신규,-,,,단독다가구
159,인천광역시 미추홀구 용현동,8*,8m미만,26.0,전세,202412,7,"5,700",0,2002.0,재넘이길,202501~202701,신규,-,,,단독다가구
160,인천광역시 미추홀구 용현동,1**,8m미만,25.0,월세,202412,6,300,50,2003.0,인주대로198번길,202501~202601,신규,-,,,단독다가구
161,인천광역시 미추홀구 용현동,8*,8m미만,27.0,월세,202412,4,100,25,2002.0,인하로120번길,202412~202512,신규,-,,,단독다가구
162,인천광역시 미추홀구 용현동,1**,12m미만,21.0,월세,202412,4,200,39,2002.0,인주대로224번길,202501~202601,신규,-,,,단독다가구
163,인천광역시 미추홀구 용현동,9*,12m미만,23.0,월세,202412,2,300,45,2001.0,인하로47번길,202501~202601,신규,-,,,단독다가구
164,인천광역시 미추홀구 용현동,4*,12m미만,33.0,월세,202412,1,300,30,2001.0,인하로134번길,202502~202601,신규,-,,,단독다가구
165,인천광역시 미추홀구 용현동,1**,25m이상,25.0,월세,202411,30,300,40,1997.0,인하로,-,-,-,,,단독다가구
166,인천광역시 미추홀구 용현동,6**,8m미만,32.03,전세,202411,30,"5,500",0,1999.0,토금남로27번길,202412~202612,신규,-,,,단독다가구
167,인천광역시 미추홀구 용현동,8*,25m이상,18.0,월세,202411,30,300,40,2017.0,인하로,202501~202601,신규,-,,,단독다가구
168,인천광역시 미추홀구 용현동,1**,12m미만,20.0,월세,202411,29,"3,000",20,1996.0,경인남길102번길,202502~202602,신규,-,,,단독다가구
169,인천광역시 미추홀구 용현동,1**,25m이상,18.0,월세,202411,29,300,45,2018.0,인하로,202501~202601,신규,-,,,단독다가구
170,인천광역시 미추홀구 용현동,1**,8m미만,25.0,월세,202411,29,500,54,2003.0,인주대로198번길,202501~202601,신규,-,,,단독다가구
171,인천광역시 미추홀구 용현동,6**,8m미만,32.03,월세,202411,27,0,45,1999.0,토금남로27번길,202412~202612,신규,-,,,단독다가구
172,인천광역시 미추홀구 용현동,7*,8m미만,25.0,월세,202411,27,300,50,2002.0,인하로91번길,202501~202601,신규,-,,,단독다가구
173,인천광역시 미추홀구 용현동,7*,8m미만,25.0,월세,202411,27,300,45,,인하로91번길,202501~202601,신규,-,,,단독다가구
174,인천광역시 미추홀구 용현동,6**,25m미만,28.49,전세,202411,27,"13,860",0,,용정공원로83번길,202501~202701,신규,-,,,단독다가구
175,인천광역시 미추홀구 용현동,7*,8m미만,24.0,월세,202411,26,300,39,2002.0,인하로91번길,202501~202601,신규,-,,,단독다가구
176,인천광역시 미추홀구 용현동,1**,8m미만,22.0,전세,202411,26,"6,000",0,2016.0,인하로105번길,202501~202701,신규,-,,,단독다가구
177,인천광역시 미추홀구 용현동,1**,8m미만,36.6,월세,202411,25,300,37,1993.0,재넘이길,202412~202512,신규,-,,,단독다가구
178,인천광역시 미추홀구 용현동,1**,12m미만,20.0,월세,202411,25,"3,000",20,1996.0,경인남길102번길,202502~202602,신규,-,,,단독다가구
179,인천광역시 미추홀구 용현동,1**,12m미만,23.0,월세,202411,25,300,48,1999.0,경인남길,202502~202602,신규,-,,,단독다가구
180,인천광역시 미추홀구 용현동,4**,8m미만,20.25,월세,202411,25,100,15,1985.0,독정이로17번길,202412~202612,신규,-,,,단독다가구
181,인천광역시 미추홀구 용현동,2**,8m미만,36.39,전세,202411,22,"5,500",0,,인주대로132번길,202412~202612,신규,-,,,단독다가구
182,인천광역시 미추홀구 용현동,1**,12m미만,24.0,월세,202411,21,300,55,2002.0,인하로47번길,-,-,-,,,단독다가구
183,인천광역시 미추홀구 용현동,6**,8m미만,26.0,월세,202411,20,200,40,2009.0,토금남로17번길,202411~202511,신규,-,,,단독다가구
184,인천광역시 미추홀구 용현동,1**,12m미만,20.0,월세,202411,20,"1,000",30,2001.0,인하로105번길,202501~202601,신규,-,,,단독다가구
185,인천광역시 미추홀구 용현동,1**,12m미만,20.0,전세,202411,20,"5,500",0,2001.0,인하로105번길,-,-,-,,,단독다가구
186,인천광역시 미추홀구 용현동,6**,8m미만,18.0,월세,202411,20,500,40,2021.0,낙섬중로67번길,202412~202512,신규,-,,,단독다가구
187,인천광역시 미추홀구 용현동,6**,25m미만,36.05,월세,202411,18,500,38,2004.0,토금북로38번길,202411~202511,신규,-,,,단독다가구
188,인천광역시 미추홀구 용현동,7*,8m미만,20.0,월세,202411,17,200,30,2002.0,경인남길102번길,202411~202512,신규,-,,,단독다가구
189,인천광역시 미추홀구 용현동,6**,8m미만,49.17,전세,202411,17,"5,000",0,2010.0,매소홀로,202411~202611,갱신,-,"5,000",0.0,단독다가구
190,인천광역시 미추홀구 용현동,6**,8m미만,24.58,전세,202411,17,"3,000",0,,매소홀로,202411~202611,신규,-,,,단독다가구
191,인천광역시 미추홀구 용현동,7*,8m미만,20.0,월세,202411,14,200,29,2001.0,인하로91번길,202502~202602,신규,-,,,단독다가구
192,인천광역시 미추홀구 용현동,1**,12m미만,23.0,월세,202411,13,300,53,2002.0,인하로47번길,202501~202601,신규,-,,,단독다가구
193,인천광역시 미추홀구 용현동,6**,8m미만,23.0,월세,202411,13,300,30,1997.0,낙섬중로59번길,202411~202504,신규,-,,,단독다가구
194,인천광역시 미추홀구 용현동,6**,8m미만,23.0,월세,202411,12,200,30,1980.0,용오로34번길,202411~202611,신규,-,,,단독다가구
195,인천광역시 미추홀구 용현동,8*,8m미만,25.0,월세,202411,7,300,45,2002.0,인하로120번길,202411~202611,신규,-,,,단독다가구
196,인천광역시 미추홀구 용현동,8*,8m미만,26.0,전세,202411,7,"6,000",0,2002.0,재넘이길,202412~202612,신규,-,,,단독다가구
197,인천광역시 미추홀구 용현동,4**,8m미만,36.08,월세,202411,2,500,25,1992.0,비룡길,202411~202511,신규,-,,,단독다가구
198,인천광역시 미추홀구 용현동,6**,8m미만,30.0,월세,202410,30,500,50,2014.0,낙섬중로,202410~202510,갱신,사용,500,50.0,단독다가구
199,인천광역시 미추홀구 용현동,6**,8m미만,23.0,월세,202410,29,300,30,2016.0,낙섬서로18번길,202410~202510,신규,-,,,단독다가구
200,인천광역시 미추홀구 용현동,5**,8m미만,58.5,전세,202410,26,"4,000",0,1992.0,인주대로104번길,202412~202612,신규,-,,,단독다가구
201,인천광역시 미추홀구 용현동,5**,25m미만,31.74,월세,202410,26,800,50,2017.0,능해길60번길,-,-,-,,,단독다가구
202,인천광역시 미추홀구 용현동,1**,12m미만,60.0,월세,202410,25,"1,000",60,,수봉남로18번길,202410~202610,신규,-,,,단독다가구
